2023-02-27,2023-02-27,PAYMENT - THANK YOU,23.51
2023-02-25,2023-02-27,COINAMATIC             MISSISSAUGA   ON,-30
2023-02-24,2023-02-27,MCDONALD'S #29138  Q04 VANCOUVER     BC,-15.32
2023-02-23,2023-02-27,SHOPPERS DRUG MART #22 VANCOUVER     BC,-49
2023-02-23,2023-02-24,LONDON DRUGS   74      VANCOUVER     BC,-43.66
2023-02-22,2023-02-23,JUSTIN'S NF #3807      VANCOUVER     BC,-38.33
2023-02-21,2023-02-23,AKBAR'S OWN DINING LOU VANCOUVER     BC,-19.2
2023-02-22,2023-02-22,STEAMGAMES.COM 4259522 Hamburg       DEU,-7.27
2023-02-19,2023-02-20,IZUMI-YA JAPANESE MARK RICHMOND      BC,-34.08
2023-02-19,2023-02-20,OSAKA #005             RICHMOND      BC,-3.02
2023-02-19,2023-02-20,A & W 340              VANCOUVER     BC,-13.19
2023-02-18,2023-02-20,GREEN'S MARKET         VANCOUVER     BC,-12.6
2023-02-18,2023-02-20,LONDON DRUGS   74      VANCOUVER     BC,-30.21
2023-02-18,2023-02-20,Five Guys 1594         Vancouver     BC,-24.97
2023-02-17,2023-02-20,LA WIN SUPERMARKET     VANCOUVER     BC,-21.17
2023-02-17,2023-02-20,FITNESS WORLD KITSILAN VANCOUVER     BC,-11.03
2023-02-17,2023-02-20,VIRGIN PLUS            VERDUN        QC,-51.24
2023-02-16,2023-02-20,UBC BOOKSTORE          VANCOUVER     BC,-5.23
2023-02-16,2023-02-17,HARVEST                VANCOUVER     BC,-11.54
2023-02-14,2023-02-16,KOKORO TOKYO MAZESOBA  VANCOUVER     BC,-19.94
2023-02-14,2023-02-15,THIRSTYYY UBC          VANCOUVER     BC,-13.64
2023-02-14,2023-02-14,STEAMGAMES.COM 4259522 Hamburg       DEU,-19.15
2023-02-13,2023-02-14,SEOUL HOTDOG           VANCOUVER     BC,-12.13
2023-02-13,2023-02-14,JUSTIN'S NF #3807      VANCOUVER     BC,-62.12
2023-02-11,2023-02-13,DENNY'S 03-104 VANCOUV VANCOUVER     BC,-25.68
2023-02-11,2023-02-13,YUNGSHANG RICE NOODLE  VANCOUVER     BC,-17.57
2023-02-10,2023-02-13,MY HOME CUISINE        VANCOUVER     BC,-13.5
2023-02-09,2023-02-10,LA WIN SUPERMARKET     VANCOUVER     BC,-5.23
2023-02-09,2023-02-09,SQ *TAP & BARREL SHIPY North Vancouv BC,-134.98
2023-02-07,2023-02-08,BENTO SUSHI - UBC      VANCOUVER     BC,-13.65
2023-02-06,2023-02-08,UBC BOOKSTORE          VANCOUVER     BC,-7.84
2023-02-06,2023-02-07,MARKETPLACE IGA 024    VANCOUVER     BC,-53.99
2023-02-05,2023-02-07,SHOPPERS DRUG MART #22 VANCOUVER     BC,-22.78
2023-02-06,2023-02-06,AMZN Mktp CA*JJ21O5OX3 WWW.AMAZON.CA ON,-33.59
2023-02-04,2023-02-06,LA WIN SUPERMARKET     VANCOUVER     BC,-8.94
2023-02-03,2023-02-06,THE CORNER KITCHEN     VANCOUVER     BC,-17.35
2023-02-03,2023-02-06,FITNESS WORLD KITSILAN VANCOUVER     BC,-11.03
2023-02-03,2023-02-06,SUMIRE SUSHI           VANCOUVER     BC,-13.9
2023-02-03,2023-02-06,VANCOUVER DENTAL GROUP VANCOUVER     BC,-1076
2023-02-03,2023-02-03,PAYMENT - THANK YOU,2299.94
2023-02-02,2023-02-03,DONAIR TOWN            VANCOUVER     BC,-17.92
2023-02-02,2023-02-03,Amazon.ca Prime Member amazon.ca/pri BC,-5.59
2023-02-01,2023-02-02,A&W STORE# 0751        VANCOUVER     BC,-13.49
2023-02-01,2023-02-02,LA WIN SUPERMARKET     VANCOUVER     BC,-18.51
2023-01-31,2023-02-02,THE CORNER KITCHEN     VANCOUVER     BC,-17.35
2023-01-31,2023-02-01,GROCERY CHECKOUT       VANCOUVER     BC,-13.74
2023-01-29,2023-02-01,PLEASURE MUSIC TAB STO TOUKIYOUTO    JPN,-3.18
2023-01-30,2023-01-31,SUBWAY                 VANCOUVER     BC,-9.86
2023-01-28,2023-01-30,CHURCH'S CHICKEN       VANCOUVER     BC,-19.99
2023-01-28,2023-01-30,CHURCH'S CHICKEN       VANCOUVER     BC,-12.55
2023-01-27,2023-01-30,MCDONALD'S #29138  Q04 VANCOUVER     BC,-26.47
2023-01-27,2023-01-30,MARKETPLACE IGA 024    VANCOUVER     BC,-91.63
2023-01-26,2023-01-27,GROCERY CHECKOUT       VANCOUVER     BC,-12.06
2023-01-26,2023-01-26,PAYMENT - THANK YOU,745.35
2023-01-25,2023-01-26,INDIGO ONLINE          BRAMPTON      ON,-24.15
2023-01-24,2023-01-25,MOLLIE'S STATIONERY- R VANCOUVER     BC,-11.2
2023-01-23,2023-01-25,MY HOME CUISINE        VANCOUVER     BC,-11.5
2023-01-24,2023-01-24,SQ *CONTEMPORARY OFFIC CALGARY       AB,-693.77
2023-01-22,2023-01-24,PANDORA'S BOX REHEARSA VANCOUVER     BC,-52.5
2023-01-22,2023-01-23,FREEBIRD TABLE AND BAR RICHMOND      BC,-35.02
2023-01-20,2023-01-23,MCDONALD'S #29138  Q04 VANCOUVER     BC,-12.96
2023-01-20,2023-01-23,FITNESS WORLD KITSILAN VANCOUVER     BC,-11.03
2023-01-19,2023-01-20,SUBWAY                 VANCOUVER     BC,-9.86
2023-01-17,2023-01-18,BODY ENERGY CLUB (KITS VANCOUVER     BC,-41.99
2023-01-14,2023-01-16,LONDON DRUGS   74      VANCOUVER     BC,-65.19
2023-01-14,2023-01-16,MARKETPLACE IGA 024    VANCOUVER     BC,-77.37
2023-01-12,2023-01-16,RAMEN DANBO KITSILANO  VANCOUVER     BC,-20.47
2023-01-12,2023-01-16,CRAFT BEER MARKET      VANCOUVER     BC,-28.67
2023-01-11,2023-01-12,SUMIRE SUSHI           VANCOUVER     BC,-14.05
2023-01-10,2023-01-12,UPPER CASE             VANCOUVER     BC,-14.44
2023-01-11,2023-01-11,LURE SALON             VANCOUVER     BC,-137.58
2023-01-10,2023-01-11,INDIGO ONLINE          BRAMPTON      ON,-17.84
2023-01-09,2023-01-10,LONDON DRUGS   74      VANCOUVER     BC,-20.82
2023-01-09,2023-01-10,MARKETPLACE IGA 024    VANCOUVER     BC,-44.28
2023-01-09,2023-01-10,VANCOUVER DENTAL GROUP VANCOUVER     BC,-11.8
2023-01-08,2023-01-10,SUIKA                  VANCOUVER     BC,-28.87
2023-01-06,2023-01-10,VANCOUVER DENTAL GROUP VANCOUVER     BC,-132
2023-01-08,2023-01-09,UBC BOOKSTORE          VANCOUVER     BC,-116.15
2023-01-07,2023-01-09,DAISO METROTOWN        BURNABY       BC,-5.05
2023-01-06,2023-01-09,FITNESS WORLD KITSILAN VANCOUVER     BC,-11.03
2023-01-06,2023-01-09,BURRARD LIQUOR STORE   VANCOUVER     BC,-49.55
2023-01-05,2023-01-09,#392 SPORT CHEK        BURNABY       BC,-246.38
2023-01-06,2023-01-06,Uniqlo Canada          Toronto       ON,-100.7
2023-01-05,2023-01-06,NYF #3236              BURNABY       BC,-14.89
2023-01-03,2023-01-03,AMZN Mktp CA*OB75M4D03 WWW.AMAZON.CA ON,-17.91
2023-01-02,2023-01-03,Amazon.ca Prime Member amazon.ca/pri BC,-5.59
2023-01-01,2023-01-03,BODY ENERGY CLUB (KITS VANCOUVER     BC,-90.29
2022-12-31,2023-01-03,MARKETPLACE IGA 024    VANCOUVER     BC,-82.8
2022-12-30,2023-01-03,COINAMATIC             MISSISSAUGA   ON,-30
2022-12-30,2023-01-03,BURRARD LIQUOR STORE   VANCOUVER     BC,-43.55
2022-12-29,2022-12-30,C&T FRIED CHICKEN      VANCOUVER     BC,-21.73
2022-12-28,2022-12-29,HENRY'S GROCERY        NORTH VANCOUV BC,-3.58
2022-12-28,2022-12-28,PAYMENT - THANK YOU,1681.48
2022-12-23,2022-12-28,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-12-23,2022-12-28,INDIGO 789             VANCOUVER     BC,-25.19
2022-12-22,2022-12-28,SHOPPERS DRUG MART #22 VANCOUVER     BC,-48.68
2022-12-22,2022-12-23,INDIGO ONLINE          BRAMPTON      ON,-45.15
2022-12-22,2022-12-23,UBER CANADA/UBEREATS   TORONTO       ON,-54.38
2022-12-21,2022-12-23,SHOPPERS DRUG MART #22 VANCOUVER     BC,-35.42
2022-12-20,2022-12-21,SUMIRE SUSHI           VANCOUVER     BC,-13.08
2022-12-19,2022-12-21,SHOPPERS DRUG MART #22 VANCOUVER     BC,-44.93
2022-12-18,2022-12-19,SQ *TACOMIO GOURMET TA Vancouver     BC,-16.28
2022-12-15,2022-12-15,UBER* EATS             TORONTO       ON,-36.66
2022-12-13,2022-12-14,WENDY'S RESTAURANTS    VANCOUVER     BC,-12.35
2022-12-12,2022-12-14,SHOPPERS DRUG MART #22 VANCOUVER     BC,-25.59
2022-12-10,2022-12-12,CHURCH'S CHICKEN       BURNABY       BC,-14.84
2022-12-10,2022-12-12,SOLO KARAOKE           BURNABY       BC,-23.6
2022-12-09,2022-12-12,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-12-08,2022-12-09,PEPPER LUNCH           VANCOUVER     BC,-18.23
2022-12-07,2022-12-08,SUMIRE SUSHI           VANCOUVER     BC,-15.56
2022-12-04,2022-12-05,LONDON DRUGS   74      VANCOUVER     BC,14.89
2022-12-04,2022-12-05,MARKETPLACE IGA 024    VANCOUVER     BC,-88.63
2022-12-03,2022-12-05,SHOPPERS DRUG MART #22 VANCOUVER     BC,-31.61
2022-12-03,2022-12-05,SIEGEL'S BAGELS        VANCOUVER     BC,-15.33
2022-12-03,2022-12-05,DARBY'S PUB            VANCOUVER     BC,-13.3
2022-12-02,2022-12-05,QUESADA BURRITOS & TAC VANCOUVER     BC,-11.96
2022-12-01,2022-12-05,STEAM PURCHASE         SEATTLE       DEU,-39.19
2022-12-01,2022-12-02,UBER CANADA/UBEREATS   TORONTO       ON,-4.4
2022-12-01,2022-12-02,PAPAYA HUT RESTAURANT  VANCOUVER     BC,-18.89
2022-11-30,2022-12-01,UBER* EATS             TORONTO       ON,-35.21
2022-11-30,2022-11-30,SQ *OBANHMI VANCOUVER  Vancouver     BC,-7.61
2022-11-29,2022-11-30,SUMIRE SUSHI           VANCOUVER     BC,-15.32
2022-11-28,2022-11-28,PAYMENT - THANK YOU,720.49
2022-11-27,2022-11-28,Amazon.ca*HW9IE7961    AMAZON.CA     ON,-146.32
2022-11-25,2022-11-28,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-11-25,2022-11-25,SQ *MOCHIDO            Vancouver     BC,-20
2022-11-21,2022-11-22,C&T FRIED CHICKEN      VANCOUVER     BC,-17.38
2022-11-20,2022-11-21,JUSTIN'S NF #3807      VANCOUVER     BC,-60.09
2022-11-20,2022-11-21,LONDON DRUGS   74      VANCOUVER     BC,-4.09
2022-11-20,2022-11-21,LONDON DRUGS   74      VANCOUVER     BC,-25.13
2022-11-19,2022-11-21,CARLOS O'BRYAN'S PUB   VANCOUVER     BC,-25.07
2022-11-18,2022-11-21,AKBAR'S OWN DINING LOU VANCOUVER     BC,-19.2
2022-11-17,2022-11-18,LA TAQUERIA PINCHE TAC VANCOUVER     BC,-21.06
2022-11-16,2022-11-17,SUMIRE SUSHI           VANCOUVER     BC,-13.9
2022-11-15,2022-11-17,SAVE ON FOODS #937     VANCOUVER     BC,-12.9
2022-11-14,2022-11-14,SQ *OBANHMI VANCOUVER  Vancouver     BC,-7.61
2022-11-12,2022-11-14,SHOPPERS DRUG MART #22 VANCOUVER     BC,-22.62
2022-11-12,2022-11-14,SAUCIN STAPLES         VANCOUVER     BC,-14.48
2022-11-11,2022-11-14,POPEYE'S SUPPLEMENTS K VANCOUVER     BC,-52.49
2022-11-11,2022-11-14,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-11-11,2022-11-14,LONDON DRUGS   74      VANCOUVER     BC,-41.24
2022-11-10,2022-11-10,EMELLES CATERING       VANCOUVER     BC,-2.41
2022-11-10,2022-11-10,EMELLES CATERING       VANCOUVER     BC,-16.9
2022-11-10,2022-11-10,UBER* EATS             TORONTO       ON,-3.35
2022-11-09,2022-11-10,UBER* EATS             TORONTO       ON,-22.36
2022-11-08,2022-11-10,SAVE ON FOODS #937     VANCOUVER     BC,-18.47
2022-11-06,2022-11-08,PARALLEL 49 BREWING CO VANCOUVER     BC,-20.98
2022-11-07,2022-11-07,SQ *CONTEMPORARY OFFIC CALGARY       AB,-693.77
2022-11-05,2022-11-07,PANAGO #33             BURNABY       BC,-18.9
2022-11-05,2022-11-07,SOLO KARAOKE           BURNABY       BC,-27.5
2022-11-04,2022-11-07,UNIVERSITY PHARMACY    VANCOUVER     BC,-30.16
2022-11-04,2022-11-07,KOKORO TOKYO MAZESOBA  VANCOUVER     BC,-29.87
2022-11-04,2022-11-07,SHOPPERS DRUG MART #22 VANCOUVER     BC,-6.71
2022-11-03,2022-11-04,PEPPER LUNCH           VANCOUVER     BC,-21.17
2022-11-01,2022-11-02,FITNESS WORLD KITSILAN VANCOUVER     BC,-41.99
2022-10-30,2022-10-31,SP FANGAMER            TUCSON        AZ,-78.38
2022-10-30,2022-10-31,I SUSHI                VANCOUVER     BC,-31.5
2022-10-28,2022-10-31,SUMIRE SUSHI           VANCOUVER     BC,-13.9
2022-10-28,2022-10-31,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-10-28,2022-10-28,SQ *OBANHMI VANCOUVER  Vancouver     BC,-13.39
2022-10-24,2022-10-25,MARKETPLACE IGA 024    VANCOUVER     BC,-63.95
2022-10-23,2022-10-25,FABLE KITCHENS         VANCOUVER     BC,-146.62
2022-10-23,2022-10-24,AMZN Mktp CA*H869W8QY1 WWW.AMAZON.CA ON,-26.18
2022-10-22,2022-10-24,PANDORA'S BOX REHEARSA VANCOUVER     BC,-52.5
2022-10-22,2022-10-24,AJIYA SUSHI            VANCOUVER     BC,-45.36
2022-10-20,2022-10-24,MCDONALD'S #29138  Q04 VANCOUVER     BC,-18.29
2022-10-18,2022-10-20,SAVE ON FOODS #937     VANCOUVER     BC,-9.13
2022-10-17,2022-10-19,SHOPPERS DRUG MART #22 VANCOUVER     BC,-30.4
2022-10-17,2022-10-18,ALMA GUITAR SHOP       VANCOUVER     BC,-58.21
2022-10-17,2022-10-17,PAYMENT - THANK YOU,183.86
2022-10-14,2022-10-17,FABLE KITCHENS         VANCOUVER     BC,-49.56
2022-10-14,2022-10-17,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-10-12,2022-10-14,FATBURGER WEST BROADWA VANCOUVER     BC,-29.98
2022-10-11,2022-10-12,PEPPER LUNCH           VANCOUVER     BC,-17.06
2022-10-11,2022-10-11,PAYMENT - THANK YOU,201.74
2022-10-10,2022-10-11,MARKETPLACE IGA 024    VANCOUVER     BC,-30.45
2022-10-09,2022-10-11,JUSTIN'S NF #3807      VANCOUVER     BC,-31.87
2022-10-08,2022-10-11,MCDONALD'S #25022  Q04 VANCOUVER     BC,-8.91
2022-10-07,2022-10-11,A&W STORE# 0751        VANCOUVER     BC,-5.21
2022-10-07,2022-10-11,AJIYA SUSHI            VANCOUVER     BC,-16.28
2022-10-07,2022-10-11,THE CORNER KITCHEN     VANCOUVER     BC,-17.35
2022-10-07,2022-10-11,MCDONALD'S #19170  Q04 VANCOUVER     BC,-11.65
2022-10-06,2022-10-11,SUSHI CALIFORNIA (BROA VANCOUVER     BC,-15.1
2022-10-05,2022-10-07,FATBURGER WEST BROADWA VANCOUVER     BC,-15.67
2022-10-04,2022-10-04,EMELLES CATERING       VANCOUVER     BC,-16.17
2022-10-03,2022-10-04,JUSTIN'S NF #3807      VANCOUVER     BC,-65.62
2022-10-03,2022-10-04,PAPAYA HUT RESTAURANT  VANCOUVER     BC,-13.23
2022-10-03,2022-10-03,PAYMENT - THANK YOU,49.89
2022-10-01,2022-10-03,DENNY'S 03-104 VANCOUV VANCOUVER     BC,-18.1
2022-10-01,2022-10-03,RYUU JAPANESE KITCHEN  VANCOUVER     BC,-18.06
2022-09-30,2022-10-03,GOLDS GYM BROADWAY     VANCOUVER     BC,-15.75
2022-09-30,2022-10-03,DEX BURGER BAR AND VIN NORTH VANCOUV BC,-19.16
2022-09-30,2022-10-03,FITNESS WORLD KITSILAN VANCOUVER     BC,-9.98
2022-09-30,2022-10-03,SQ *HARVEST PROJECT    North Vancouv BC,-10
2022-09-28,2022-09-29,JUSTIN'S NF #3807      VANCOUVER     BC,-25.93
2022-09-28,2022-09-28,PAYMENT - THANK YOU,130
